order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
85,2069,2024-09-03,111,5,222.74,1113.70,Completed,2025-10-17
86,4890,2025-07-06,396,5,98.97,494.85,Completed,2026-02-10
87,82,2025-08-24,89,5,5.84,29.20,Completed,2026-04-01
88,7036,2025-03-29,99,5,410.12,2050.60,Completed,2025-04-25
89,9558,2024-11-28,487,6,50.77,304.62,Completed,2026-03-07
90,7759,2026-04-20,321,4,187.08,748.32,Completed,2026-07-02
91,9014,2025-09-15,327,6,442.89,2657.34,Completed,2026-05-14
92,3802,2025-11-23,183,7,314.58,2202.06,Completed,2026-01-09
93,5483,2024-12-30,353,3,401.57,1204.71,Cancelled,
94,6624,2025-05-23,190,6,277.88,1667.28,Completed,2025-06-25
95,4383,2026-02-20,250,7,374.10,2618.70,Cancelled,
96,6058,2024-10-20,404,4,413.53,1654.12,Completed,2026-03-27
97,993,2025-03-16,318,7,361.99,2533.93,Completed,2025-07-01
98,4368,2024-10-02,243,6,30.04,180.24,Completed,2025-11-20
99,9530,2025-07-12,358,6,337.24,2023.44,Completed,2026-02-23
100,4437,2026-04-30,473,7,405.69,2839.83,Completed,2026-06-09
101,3823,2025-04-12,174,4,499.79,1999.16,Completed,2026-04-04
102,6681,2026-04-11,66,10,335.59,3355.90,Completed,2026-05-24
103,4094,2025-03-12,79,5,93.78,468.90,Completed,2026-04-13
104,8092,2025-09-25,473,10,405.69,4056.90,Completed,2025-11-16
105,5551,2026-05-14,244,2,38.96,77.92,Completed,2026-07-11
106,6855,2025-10-15,487,4,50.77,203.08,Completed,2026-07-22
107,3680,2024-10-11,166,5,149.17,745.85,Completed,2025-07-31
108,6731,2025-05-15,281,6,148.28,889.68,Completed,2025-12-20
109,4037,2025-07-31,343,10,71.04,710.40,Pending,
110,1660,2025-11-30,202,9,42.04,378.36,Completed,2026-07-28
111,9671,2026-01-06,328,4,253.49,1013.96,Completed,2026-07-17
112,8952,2025-08-07,404,2,413.53,827.06,Completed,2026-02-04
113,3680,2024-12-20,345,9,406.69,3660.21,Pending,
114,6450,2026-03-24,460,9,405.30,3647.70,Completed,2026-07-20
115,1449,2025-10-10,15,4,233.82,935.28,Pending,
116,3412,2024-10-02,243,3,30.04,90.12,Completed,2026-01-27
117,2721,2025-01-02,397,1,440.14,440.14,Cancelled,
118,4488,2025-05-01,275,10,442.25,4422.50,Completed,2026-01-02
119,9075,2026-06-11,463,1,27.42,27.42,Completed,2026-06-28
120,6335,2025-12-17,375,5,385.74,1928.70,Completed,2026-01-16
121,2160,2025-06-29,63,5,255.41,1277.05,Completed,2025-10-07
122,9702,2026-07-05,394,5,30.05,150.25,Completed,2026-08-02
123,6503,2025-07-29,95,6,147.02,882.12,Completed,2025-10-10
124,9473,2025-11-20,426,3,410.10,1230.30,Completed,2026-04-20
125,5644,2024-09-13,385,7,27.50,192.50,Completed,2025-03-27
126,9796,2025-11-21,56,8,299.54,2396.32,Completed,2026-04-23
127,186,2026-02-21,111,7,222.74,1559.18,Completed,2026-04-29
128,8285,2025-11-25,434,2,327.02,654.04,Cancelled,
129,1800,2025-01-17,93,7,99.96,699.72,Completed,2026-02-13
130,4787,2025-10-29,291,8,453.43,3627.44,Pending,
131,6718,2025-05-05,232,1,458.05,458.05,Completed,2026-08-03
132,9023,2025-11-02,115,4,417.28,1669.12,Completed,2025-12-28
133,539,2025-12-31,54,7,375.25,2626.75,Completed,2026-03-30
134,9359,2024-10-11,15,2,233.82,467.64,Completed,2025-06-20
135,9301,2026-07-20,309,5,484.01,2420.05,Completed,2026-07-21
136,1333,2026-04-10,100,4,404.25,1617.00,Completed,2026-08-12
137,4455,2025-01-27,111,8,222.74,1781.92,Cancelled,
138,6870,2025-08-19,427,8,25.82,206.56,Completed,2025-12-02
139,4484,2025-06-10,274,2,82.92,165.84,Completed,2026-08-06
140,9230,2025-09-17,280,5,8.81,44.05,Pending,
141,1018,2025-09-25,489,2,403.30,806.60,Completed,2026-06-04
142,9839,2026-04-26,111,1,222.74,222.74,Pending,
143,4114,2025-09-26,466,9,190.36,1713.24,Pending,
144,6562,2026-01-22,6,5,350.58,1752.90,Completed,2026-07-22
145,9672,2025-10-27,340,2,198.27,396.54,Completed,2025-11-20
146,5105,2025-01-28,336,3,317.82,953.46,Completed,2025-03-08
147,2467,2025-09-13,272,9,39.44,354.96,Completed,2026-04-14
148,6833,2025-02-15,475,2,126.14,252.28,Completed,2025-03-20
149,1186,2024-09-12,449,10,347.92,3479.20,Completed,2025-05-22
150,4784,2024-09-21,74,2,418.12,836.24,Cancelled,
151,3287,2025-07-16,133,9,55.44,498.96,Completed,2025-12-31
152,4954,2026-04-21,284,5,232.58,1162.90,Completed,2026-04-28
153,3433,2025-06-10,164,4,136.00,544.00,Pending,
154,1006,2025-12-11,357,8,140.90,1127.20,Completed,2026-05-31
155,1576,2025-10-29,249,10,12.81,128.10,Pending,
156,8906,2026-07-19,196,1,490.48,490.48,Pending,
157,7874,2025-12-21,51,2,86.50,173.00,Completed,2026-01-19
158,3331,2024-12-14,449,3,347.92,1043.76,Completed,2025-03-24
159,9552,2026-04-22,350,5,66.62,333.10,Cancelled,
160,266,2025-02-16,70,5,453.14,2265.70,Cancelled,
161,71,2024-10-27,83,9,331.72,2985.48,Completed,2025-01-25
162,4741,2025-10-16,48,2,404.97,809.94,Completed,2026-07-16
163,7527,2024-10-22,436,5,269.90,1349.50,Completed,2026-03-02
164,1231,2025-11-21,396,10,98.97,989.70,Completed,2026-07-02
165,7806,2025-12-22,435,9,324.72,2922.48,Completed,2026-03-29
166,4827,2024-12-19,441,7,426.27,2983.89,Completed,2025-03-02
167,3914,2026-04-28,284,2,232.58,465.16,Pending,
168,8181,2025-10-15,155,10,320.75,3207.50,Cancelled,
169,6209,2024-10-22,63,10,255.41,2554.10,Cancelled,
170,2775,2025-01-23,128,3,123.08,369.24,Completed,2025-11-09
171,785,2026-04-24,39,4,8.56,34.24,Pending,
172,5498,2026-07-08,112,6,163.26,979.56,Pending,
173,9779,2025-04-14,340,7,198.27,1387.89,Cancelled,
174,3040,2026-02-09,199,2,482.59,965.18,Completed,2026-04-14
175,5643,2025-03-18,173,3,17.80,53.40,Cancelled,
176,2876,2025-11-23,388,8,126.21,1009.68,Completed,2025-12-31
177,34,2024-08-25,72,6,84.98,509.88,Completed,2024-10-30
178,7644,2025-05-08,299,9,309.43,2784.87,Completed,2026-03-18
179,4521,2026-01-03,267,9,423.46,3811.14,Cancelled,
180,5881,2026-07-24,219,7,417.26,2920.82,Completed,2026-08-09
181,9343,2026-05-08,487,10,50.77,507.70,Completed,2026-05-15
182,502,2024-10-02,190,2,277.88,555.76,Completed,2026-07-07
183,5583,2025-09-04,222,8,395.36,3162.88,Completed,2026-08-09
184,6585,2024-11-09,107,6,475.27,2851.62,Completed,2026-04-09
185,4854,2026-06-01,454,3,379.89,1139.67,Completed,2026-06-24
186,7345,2026-05-14,327,2,442.89,885.78,Completed,2026-07-02
187,6623,2025-01-25,69,6,345.31,2071.86,Completed,2025-02-20
188,4244,2026-02-09,196,1,490.48,490.48,Completed,2026-07-28
189,702,2025-04-29,43,5,52.98,264.90,Completed,2026-03-29
190,4497,2026-03-06,57,4,471.09,1884.36,Pending,
191,6195,2024-08-26,261,7,38.23,267.61,Completed,2025-05-19
192,664,2025-02-12,404,9,413.53,3721.77,Completed,2025-05-28
193,85,2026-01-27,2,7,339.97,2379.79,Completed,2026-06-29
194,967,2025-09-06,345,5,406.69,2033.45,Cancelled,
195,1644,2025-02-28,249,3,12.81,38.43,Completed,2025-03-07
196,7729,2026-02-24,209,3,77.06,231.18,Completed,2026-03-24
197,1995,2026-01-11,180,3,230.14,690.42,Completed,2026-02-16
198,9048,2025-01-12,76,3,108.99,326.97,Completed,2025-06-19
199,4652,2026-01-08,7,9,55.59,500.31,Completed,2026-04-01
200,2549,2025-08-10,270,4,94.31,377.24,Completed,2026-06-16
201,9684,2026-07-28,305,5,341.05,1705.25,Pending,
202,4472,2025-04-28,48,1,404.97,404.97,Completed,2026-02-05
203,4391,2026-05-31,232,10,458.05,4580.50,Completed,2026-06-29
204,6112,2026-07-14,456,2,266.45,532.90,Completed,2026-08-12
205,4035,2026-03-03,178,1,336.72,336.72,Completed,2026-05-22
206,3183,2025-04-12,164,8,136.00,1088.00,Cancelled,
207,2699,2025-11-15,393,9,235.90,2123.10,Completed,2025-11-18
208,7155,2026-02-17,149,2,179.15,358.30,Completed,2026-08-06
209,5889,2025-11-22,490,8,242.30,1938.40,Completed,2025-12-12
210,9811,2025-12-13,389,8,41.12,328.96,Completed,2025-12-20
211,2092,2025-04-01,475,9,126.14,1135.26,Pending,
212,1193,2025-05-13,13,5,188.24,941.20,Completed,2025-10-07
213,5398,2025-03-22,125,5,14.59,72.95,Pending,
214,5455,2025-03-31,447,3,134.09,402.27,Completed,2025-12-17
215,1567,2025-05-31,477,5,120.91,604.55,Completed,2026-03-11
216,6718,2025-05-25,410,8,256.12,2048.96,Completed,2026-04-11
217,2112,2024-08-29,282,1,68.95,68.95,Completed,2026-06-16
218,8355,2024-12-10,346,9,150.25,1352.25,Cancelled,
219,3659,2026-01-10,12,7,193.16,1352.12,Completed,2026-04-08
220,8155,2024-10-17,468,9,328.50,2956.50,Completed,2024-11-11
221,3725,2025-12-13,238,9,417.68,3759.12,Completed,2026-01-11
222,2391,2026-05-13,50,4,206.17,824.68,Completed,2026-07-31
223,7285,2024-10-29,129,4,235.19,940.76,Completed,2025-12-15
224,9770,2024-10-22,295,1,432.80,432.80,Completed,2025-09-26
225,9053,2025-06-26,166,6,149.17,895.02,Cancelled,
226,6097,2026-07-29,304,10,185.13,1851.30,Completed,2026-07-29
227,8925,2025-08-23,389,5,41.12,205.60,Completed,2025-08-23
228,6867,2025-02-28,309,7,484.01,3388.07,Completed,2025-04-19
229,4884,2025-01-19,184,3,464.20,1392.60,Completed,2026-07-29
230,7032,2026-05-02,8,7,404.53,2831.71,Pending,
231,795,2025-08-04,199,6,482.59,2895.54,Completed,2025-12-05
232,3827,2025-04-14,232,5,458.05,2290.25,Completed,2026-07-15
233,709,2026-01-03,43,7,52.98,370.86,Completed,2026-04-26
234,6790,2026-08-09,48,4,404.97,1619.88,Completed,2026-08-13
235,1133,2025-09-20,154,10,27.53,275.30,Completed,2025-10-19
236,2294,2026-04-11,184,4,464.20,1856.80,Completed,2026-06-15
237,4594,2026-03-24,100,8,404.25,3234.00,Completed,2026-05-04
238,6518,2025-08-31,152,5,490.35,2451.75,Completed,2026-05-13
239,2955,2024-09-18,166,1,149.17,149.17,Completed,2026-08-10
240,3018,2024-12-06,124,3,377.24,1131.72,Cancelled,
241,2853,2025-06-01,109,5,227.78,1138.90,Completed,2026-06-28
242,523,2025-01-29,141,2,125.71,251.42,Completed,2025-06-07
243,5044,2025-11-23,57,6,471.09,2826.54,Completed,2026-06-14
244,9837,2025-01-10,56,6,299.54,1797.24,Completed,2025-11-28
245,7513,2025-11-07,145,10,361.44,3614.40,Cancelled,
246,6295,2025-06-06,90,8,185.29,1482.32,Completed,2025-12-16
247,245,2024-10-11,84,5,178.82,894.10,Completed,2026-01-17
248,1007,2026-02-04,123,4,167.04,668.16,Completed,2026-03-12
249,5537,2026-06-11,346,10,150.25,1502.50,Completed,2026-07-04
250,3642,2024-08-18,435,2,324.72,649.44,Completed,2026-02-19
251,2283,2024-09-12,269,7,306.45,2145.15,Completed,2025-06-25
252,332,2025-11-03,467,3,44.72,134.16,Completed,2026-05-22
253,3012,2025-05-22,464,10,467.62,4676.20,Completed,2026-01-03
254,2588,2025-03-14,51,8,86.50,692.00,Completed,2025-08-21
255,9835,2025-01-10,72,3,84.98,254.94,Pending,
256,1426,2025-10-27,209,8,77.06,616.48,Completed,2026-01-25
257,1954,2025-04-01,184,4,464.20,1856.80,Completed,2026-07-05
258,6654,2025-09-02,196,10,490.48,4904.80,Completed,2025-09-04
259,6492,2024-08-29,114,3,206.76,620.28,Completed,2024-10-01
260,3530,2025-09-13,63,4,255.41,1021.64,Completed,2026-05-27
261,740,2026-05-17,155,9,320.75,2886.75,Completed,2026-07-01
262,125,2024-10-23,95,3,147.02,441.06,Pending,
263,1561,2026-07-10,344,10,416.04,4160.40,Pending,
264,9445,2025-07-25,123,4,167.04,668.16,Completed,2026-06-06
265,3698,2025-03-23,251,10,228.74,2287.40,Completed,2026-01-26
266,1013,2026-01-29,2,1,339.97,339.97,Completed,2026-03-17
267,9532,2025-07-18,332,6,14.41,86.46,Completed,2026-01-26
268,2396,2026-02-23,95,6,147.02,882.12,Completed,2026-05-05
269,8065,2024-12-04,33,9,367.29,3305.61,Completed,2025-12-01
270,9826,2025-02-04,159,1,78.85,78.85,Completed,2025-06-30
271,3718,2024-08-29,1,5,17.38,86.90,Completed,2025-08-16
272,3559,2026-06-28,70,4,453.14,1812.56,Pending,
273,6309,2026-07-31,334,8,123.03,984.24,Completed,2026-08-12
274,8757,2026-03-26,394,2,30.05,60.10,Completed,2026-06-30
275,4746,2025-10-21,226,5,374.55,1872.75,Completed,2026-06-05
276,211,2025-06-02,401,2,441.82,883.64,Completed,2026-06-24
277,5780,2025-06-27,101,10,307.58,3075.80,Completed,2025-08-19
278,1316,2025-11-08,344,8,416.04,3328.32,Cancelled,
279,7011,2024-10-04,497,7,371.92,2603.44,Completed,2025-09-17
280,958,2026-04-13,177,3,484.68,1454.04,Completed,2026-07-04
281,6850,2025-07-15,35,3,266.20,798.60,Pending,
282,9429,2025-08-26,82,9,156.07,1404.63,Pending,
283,5262,2025-04-21,245,9,407.46,3667.14,Pending,
284,1216,2025-11-22,409,10,85.44,854.40,Pending,
285,2164,2025-02-28,126,2,326.82,653.64,Completed,2026-04-04
286,7840,2025-03-01,321,9,187.08,1683.72,Completed,2026-05-27
287,394,2024-10-18,198,8,494.26,3954.08,Completed,2025-05-15
288,5494,2025-07-21,126,3,326.82,980.46,Completed,2026-07-06
289,7968,2026-02-19,64,9,187.92,1691.28,Completed,2026-03-30
290,1174,2024-09-26,445,3,260.06,780.18,Completed,2026-07-09
291,8468,2025-06-22,369,5,335.58,1677.90,Completed,2025-12-27
292,6785,2024-12-11,113,8,194.60,1556.80,Pending,
293,4687,2024-10-09,434,3,327.02,981.06,Completed,2025-04-24
294,354,2025-01-16,21,1,374.77,374.77,Cancelled,
295,4012,2025-04-23,233,6,455.15,2730.90,Completed,2025-08-26
296,9336,2024-11-08,386,9,384.64,3461.76,Completed,2025-04-09
297,3987,2025-07-18,360,2,22.23,44.46,Completed,2025-11-27
298,7166,2025-10-25,177,10,484.68,4846.80,Completed,2026-07-09
299,6228,2024-10-07,195,10,278.20,2782.00,Completed,2026-02-09
300,8772,2026-06-22,366,5,353.50,1767.50,Completed,2026-08-03
301,9073,2026-02-27,104,8,113.33,906.64,Completed,2026-07-22
302,1173,2025-08-23,452,6,309.24,1855.44,Completed,2026-05-18
303,2285,2026-08-12,22,2,113.56,227.12,Pending,
304,4503,2026-06-04,342,1,124.36,124.36,Completed,2026-07-19
305,2682,2026-03-09,359,7,476.63,3336.41,Completed,2026-04-25
306,7063,2026-03-17,228,4,483.80,1935.20,Completed,2026-06-19
307,1043,2025-06-05,413,3,300.47,901.41,Completed,2025-10-26
308,5177,2026-03-17,483,6,378.44,2270.64,Completed,2026-05-19
309,8012,2025-03-22,487,6,50.77,304.62,Completed,2025-08-29
310,6323,2026-04-09,315,8,256.31,2050.48,Cancelled,
311,4263,2025-09-25,271,8,8.02,64.16,Completed,2026-07-23
312,6978,2025-06-19,82,3,156.07,468.21,Completed,2026-08-03
313,9466,2024-11-18,148,6,239.26,1435.56,Completed,2024-12-10
314,5028,2025-03-04,209,3,77.06,231.18,Completed,2026-05-01
315,9480,2024-09-23,67,10,469.77,4697.70,Completed,2025-10-20
316,8747,2024-09-12,476,6,378.42,2270.52,Completed,2025-02-05
317,889,2026-05-13,444,7,91.87,643.09,Completed,2026-07-09
318,6847,2024-11-13,365,8,261.28,2090.24,Completed,2025-07-07
319,5236,2026-01-30,360,1,22.23,22.23,Completed,2026-06-28
320,3531,2024-11-25,132,5,471.03,2355.15,Completed,2025-02-07
321,2147,2025-05-09,295,2,432.80,865.60,Completed,2026-07-27
322,6083,2025-10-19,462,1,200.99,200.99,Completed,2026-01-27
323,4796,2024-10-13,458,8,86.45,691.60,Completed,2024-10-19
324,4701,2025-01-02,467,6,44.72,268.32,Cancelled,
325,9294,2024-12-06,238,3,417.68,1253.04,Completed,2026-05-22
326,4773,2026-01-22,358,1,337.24,337.24,Completed,2026-03-15
327,3772,2025-12-12,333,10,60.04,600.40,Completed,2026-01-04
328,4795,2024-10-25,232,9,458.05,4122.45,Completed,2025-03-21
329,3982,2025-03-07,99,8,410.12,3280.96,Completed,2025-08-13
330,920,2025-07-09,475,10,126.14,1261.40,Completed,2025-11-24
331,5189,2026-01-16,33,7,367.29,2571.03,Completed,2026-07-31
332,7296,2025-10-06,7,7,55.59,389.13,Completed,2026-01-26
333,2304,2026-04-01,435,9,324.72,2922.48,Completed,2026-04-02
334,1849,2024-10-02,35,3,266.20,798.60,Completed,2025-03-06
335,444,2025-09-12,421,1,275.41,275.41,Completed,2026-06-04
336,4788,2026-08-01,258,5,217.88,1089.40,Completed,2026-08-05
337,8899,2026-05-30,105,4,29.86,119.44,Cancelled,
338,3482,2024-11-03,217,8,15.86,126.88,Completed,2025-11-28
339,376,2026-08-08,485,9,484.05,4356.45,Completed,2026-08-13
340,8852,2025-08-30,310,7,158.24,1107.68,Completed,2026-07-22
341,1406,2025-08-23,358,4,337.24,1348.96,Completed,2026-02-10
342,4149,2026-06-30,311,5,336.71,1683.55,Completed,2026-08-07
343,2181,2024-10-22,13,9,188.24,1694.16,Cancelled,
344,6870,2024-09-30,144,10,280.12,2801.20,Completed,2024-11-22
345,1864,2026-06-03,444,4,91.87,367.48,Completed,2026-07-20
346,1534,2025-02-23,465,10,147.11,1471.10,Cancelled,
347,6131,2024-08-23,26,1,341.74,341.74,Pending,
348,5437,2024-11-06,150,7,64.72,453.04,Completed,2025-10-25
349,8694,2025-05-30,367,1,104.09,104.09,Completed,2025-06-23
350,3552,2026-03-16,488,9,191.70,1725.30,Completed,2026-08-10
351,586,2025-05-05,147,5,150.65,753.25,Completed,2025-06-05
352,4618,2024-11-07,32,5,123.53,617.65,Completed,2025-10-29
353,6647,2025-02-02,198,9,494.26,4448.34,Completed,2025-09-08
354,5410,2025-11-19,98,9,145.47,1309.23,Completed,2026-01-10
355,4497,2025-08-23,264,4,208.35,833.40,Completed,2026-04-14
356,5239,2024-11-16,181,9,433.13,3898.17,Pending,
357,690,2025-12-24,320,1,269.34,269.34,Completed,2026-04-06
358,8460,2025-01-13,477,6,120.91,725.46,Completed,2026-04-16
359,1803,2025-06-13,250,8,374.10,2992.80,Completed,2025-07-01
360,1495,2025-01-14,493,10,457.99,4579.90,Pending,
361,7580,2024-10-20,405,2,487.67,975.34,Completed,2026-07-02
362,8637,2025-12-09,356,9,179.02,1611.18,Completed,2026-01-30
363,7926,2025-11-28,360,2,22.23,44.46,Completed,2026-01-21
364,5994,2026-07-29,265,7,484.36,3390.52,Completed,2026-08-11
365,1849,2025-10-01,44,10,432.60,4326.00,Completed,2026-04-16
366,7186,2025-01-17,183,10,314.58,3145.80,Completed,2026-07-04
367,3309,2024-11-01,340,4,198.27,793.08,Completed,2025-01-07
368,7807,2025-11-23,446,1,490.93,490.93,Completed,2025-12-07
369,5454,2024-10-19,497,9,371.92,3347.28,Completed,2025-05-01
370,4188,2026-06-08,183,9,314.58,2831.22,Pending,
371,5698,2026-03-31,217,6,15.86,95.16,Completed,2026-05-08
372,8937,2026-07-15,190,4,277.88,1111.52,Completed,2026-07-22
373,4055,2025-12-16,297,10,179.21,1792.10,Completed,2026-04-25
374,2673,2025-10-20,145,3,361.44,1084.32,Completed,2025-12-31
375,1545,2025-10-04,240,8,54.18,433.44,Completed,2025-10-26
376,1091,2024-08-17,349,6,431.76,2590.56,Completed,2025-05-18
377,6969,2025-04-10,220,9,113.41,1020.69,Completed,2026-06-28
378,3409,2025-07-23,3,4,20.73,82.92,Pending,
379,8445,2026-06-02,175,4,382.74,1530.96,Completed,2026-07-31
380,2929,2026-06-11,246,7,142.25,995.75,Completed,2026-07-09
381,4179,2026-07-10,163,2,306.77,613.54,Completed,2026-07-13
382,2697,2025-08-15,164,3,136.00,408.00,Completed,2026-02-20
383,4913,2025-06-08,219,2,417.26,834.52,Cancelled,
384,73,2026-04-20,412,9,490.05,4410.45,Completed,2026-05-14
385,126,2025-10-28,275,10,442.25,4422.50,Cancelled,
386,2050,2025-08-11,454,1,379.89,379.89,Completed,2025-12-03
387,9103,2025-05-24,443,3,369.63,1108.89,Cancelled,
388,7785,2025-09-08,241,8,34.97,279.76,Cancelled,
389,1900,2026-02-22,62,9,312.47,2812.23,Completed,2026-05-14
390,2102,2024-09-19,355,8,156.72,1253.76,Completed,2025-10-23
391,3251,2024-12-25,1,10,17.38,173.80,Pending,
392,7252,2024-10-23,465,2,147.11,294.22,Completed,2024-12-11
393,2320,2024-10-18,367,5,104.09,520.45,Completed,2025-08-16
394,4756,2026-01-17,251,4,228.74,914.96,Completed,2026-01-30
395,5715,2025-01-18,379,8,261.46,2091.68,Completed,2026-04-20
396,7695,2025-12-08,49,10,484.65,4846.50,Completed,2026-06-26
397,7000,2024-11-09,479,2,209.71,419.42,Completed,2026-06-28
398,7779,2025-05-30,56,7,299.54,2096.78,Completed,2026-04-07
399,7119,2025-01-16,180,7,230.14,1610.98,Completed,2026-04-27
400,6664,2024-10-21,152,1,490.35,490.35,Completed,2025-11-11
401,8586,2025-10-23,438,4,395.04,1580.16,Completed,2026-03-08
402,264,2025-01-20,9,10,44.01,440.10,Completed,2025-06-24
403,2646,2025-07-24,480,5,314.87,1574.35,Cancelled,
404,6224,2025-06-01,350,6,66.62,399.72,Completed,2026-01-21
